video_id,video_title,video_published_at,video_views,video_likes,video_comments
xKJOJg4MkSo,Yuvraj Singh makes history 6ï¸âƒ£ğŸ’¥#cricket #cricketreels #T20WorldCup,2024-05-26T16:30:08Z,4745608,227887,940
hGtMKmG4yaw,Every David Warner six at the T20 World Cup,2024-02-14T06:00:17Z,138474,3850,170
eaGVgvms4wI,Behind the scenes with Afghanistan at the media day | T20WC 2024,2024-05-29T11:30:26Z,59560,1967,122
fzQbqRytaNw,Myburgh&#39;s record fifty pulls off stunning chase | T20WC 2014,2024-05-11T10:30:12Z,56043,1406,77
m8tHU39JOH0,The Best of Laura Wolvaardt | WT20WC,2024-09-17T03:36:24Z,7592,278,22
nEdYMNZ_ET8,Around Dubai in 24 hours ğŸ† Bringing the first stop of Women&#39;s #T20WorldCup Trophy Tour!,2024-09-04T14:08:57Z,32951,2179,22
Jk0YbWyIvUs,Ricky Ponting backs Mitchell Marsh for #T20WorldCup captaincy ğŸ‘€,2024-03-12T06:15:34Z,27836,1517,23
E9vAT8UAnp4,Indomitable Suzie Bates ready for a ninth #T20WorldCup ğŸ‘#YTShorts #CricketShorts,2024-09-13T00:21:57Z,11436,728,2
PEvEwRO3V-w,One of the best to grace the #T20WorldCup is Chamari Athapaththu ğŸ™Œ #CricketShorts #YTShorts,2024-09-26T07:04:47Z,14011,826,17
jd9GrEZP6lM,Nathan McCullum seals thrilling win for New Zealand over Sri Lanka | T20WC 2010,2024-04-30T06:37:54Z,105558,1193,74
IX5bl-faEtU,Womenâ€™s #T20WorldCup No.6ï¸âƒ£ ft. Australia ğŸ† #cricket,2024-02-26T05:56:02Z,29872,1551,23
TwKi0plOAcQ,What a way to secure the win! ğŸ’¥ #INDvIRE #T20WorldCup,2024-06-05T17:54:14Z,5345563,157991,559
q3YC4Zbtok4,"Great wicket, better celebration ğŸ¤£ #cricket #cricketshorts #ytshorts #t20worldcup",2024-06-17T05:00:42Z,472718,22352,290
yBIeBAe__uU,Deandra Dottin â€“ the best bowling figures in ICC Womenâ€™s #T20WorldCup history ğŸ‘Š #cricket #ytshorts,2024-08-29T12:31:00Z,54594,1791,25
yWV4qDouLBk,Scotland v Sri Lanka | Final | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-05-07T23:58:49Z,311892,2839,128
YZIDpEpGSFQ,Itâ€™s been a month already ğŸ‡®ğŸ‡³ ğŸ† #T20WorldCup #cricket #ytshort,2024-07-29T12:00:36Z,1163024,91731,522
Zu9ykAzc8aw,Charith Asalanka ğŸ¤ T20I captaincy ğŸ‡±ğŸ‡° #cricket #cricketshorts #ytshorts,2024-07-25T04:42:25Z,62720,3624,107
fa9X-7dsAq4,Ravi Shastri picks favourite moments from #T20WorldCup 2024 ğŸ‘Œ#cricketÂ #cricketreelsÂ #ICCReview,2024-08-05T13:35:18Z,30553,2015,24
wXy4Vq2A4LM,South Africa are eyeing off #T20WorldCup silverware ğŸ†  #cricket #ytshorts #cricketshorts,2024-06-28T15:41:04Z,1376230,75729,881
rYf1sS-nKK0,Pakistan bring out the style and splendour ğŸ˜ #T20WorldCup #WhateverItTakes,2024-09-29T06:00:34Z,16235,849,50
0PnH6MSCPjM,When a boot helped Australia to a #T20WorldCup 2010 victory ğŸ† #YTShorts #CricketShorts,2024-09-24T03:05:19Z,60017,2883,14
r6KnjjfvfRo,"So close, yet so far for Nepal ğŸ’”#T20WorldCup #YTShorts #CricketShorts",2024-06-15T16:26:05Z,200957,14686,247
uN5Yn8PXvMA,Ireland have their game face on ğŸ”›#Cricket #CricketShorts #YTShorts #T20WorldCup,2024-06-05T07:32:55Z,42477,3004,47
XNsRjFZNjJ0,India skipper Harmanpreet Kaur wears the predictorâ€™sÂ hatÂ ğŸ”®ğŸ©#T20WorldCup #WhateverItTakes #ytshorts,2024-09-24T09:32:39Z,28105,1249,25
IoevRVNzTSA,Rising stars to watch out for during ICC Men&#39;s #T20WorldCup 2024 â­,2024-02-24T13:30:06Z,1341932,72229,814
JE959-VJYJA,You can count on Nigar Sultana Joty for Bangladesh at the #T20WorldCup ğŸ‘Š #YTShorts #CricketShorts,2024-09-19T06:30:38Z,11177,645,13
ti92-GoRG9Q,Scotland&#39;s Kathryn Bryce was on ğŸ”¥ #cricket #cricketshorts  #ytshorts  #t20worldcup #cricketlover,2024-04-29T23:59:12Z,53383,1995,24
Dj9Ah22pXn8,Holding the #T20WorldCup trophy is a dream worth fighting for Harmanpreet KaurğŸ’ª#WhateverItTakes,2024-09-25T09:00:18Z,13872,1044,22
AvXPMUSXK6g,Brute power from Rilee Rossouw ğŸ’ª #cricket #cricketshorts #ytshorts #t20worldcup,2024-07-22T04:02:59Z,63776,2811,45
_zegt-vcFck,Ravi Shastri calls it â€“ Rishabh Pant was Indiaâ€™s surprise package at #T20WorldCup 2024 ğŸ˜® #Cricket,2024-07-31T11:25:34Z,38446,2365,40
shXcQytYKs0,Rilee Rossouw sizzles with quick-fire ton | T20 World Cup,2024-05-23T14:30:20Z,129141,2767,141
I8gh-2FmAiw,South Africa&#39;s pace ace Marizanne Kapp in action | WT20WC,2024-09-15T13:30:12Z,26899,249,11
9Sf-igXoUGY,"Your new No.1 T20I All-Rounder, Liam Livingstone ğŸ˜¤ #YTShorts #CricketShorts",2024-09-19T03:39:26Z,32411,1727,35
LKCFPa5PbSg,A generation of world-class #T20WorldCup moments from Ellyse Perry ğŸ™Œ #YTShorts #CricketShorts,2024-09-16T05:23:09Z,42301,1809,20
bP0i3dvdoyk,Brute power from Mitch Marsh ğŸ’ª #cricket #ytshorts #cricketshorts #t20worldcup,2024-02-22T06:24:41Z,80066,4441,51
Y8z8F5eJUas,Elegance personified from Naseem Shah ğŸ˜ #cricket #cricketshorts #t20worldcup,2024-02-21T05:19:39Z,474078,21217,387
1AkzAtcfKMM,Melie Kerr is box office #T20WorldCup viewing ğŸ¿ #YTShorts #CricketShorts,2024-09-20T00:45:58Z,16101,853,8
SwWI7udDrdQ,"Ottneil Baartman, the man for pressure moments ğŸ‘#T20WorldCup #YTShorts #CricketShorts",2024-06-15T16:58:21Z,108096,4666,29
BNmmjvDI9cc,Classic Shaheen Afridi ğŸ¤© #T20WorldCup #YTShorts,2024-06-16T15:33:05Z,437223,15722,442
SrMVD4g7mBo,Heather Knight in full flight ğŸ’¥ #cricket #cricketshorts #ytshorts #t20worldcup,2024-07-18T02:40:06Z,60701,1935,23
g5PRWSEQ3mQ,An outfield stunner from Mohammed Siraj ğŸ˜² #cricket #cricketshorts #ytshorts #t20worldcup,2024-06-13T00:04:11Z,5369993,150780,344
V95i8Bf4xIY,Heather Knight&#39;s starring century | WT20WC 2020,2024-09-09T05:57:00Z,11801,233,18
Kssuzj1Bnsk,Anrich Nortje has the last laugh ğŸ™Œ #cricket #cricketshorts #ytshorts #t20worldcup,2024-06-20T01:24:40Z,248107,10727,42
Bn9DNoMIocg,Very lucky for Rahmanullah Gurbaz ğŸ‘€ #cricket #cricketshorts #ytshorts #t20worldcup,2024-06-08T01:39:15Z,613824,21990,106
EtOvBc88WG0,Unbelievable from Jos Buttler ğŸ˜®â€ğŸ’¨ #cricket #cricketshorts #ytshorts #t20worldcup,2024-06-22T00:25:38Z,2470083,86204,391
Md58qgxARb4,Count the Ash Gardner wickets in this #T20WorldCup effort ğŸ–ï¸ #YTShorts #CricketShorts,2024-09-18T06:31:45Z,15319,734,7
qxrdHWl-VZw,When Hayley Matthews left Stafanie Taylor in awe during the 2016 #T20WorldCup Final ğŸ˜² #CricketShorts,2024-04-05T10:48:03Z,23402,1059,1
pWVpRAcEnT8,Stand and deliver from Travis Head ğŸ’¥ #cricket #cricketshorts #ytshorts #t20worldcup,2024-07-24T02:28:34Z,84837,4304,159
r58kP4JneaE,South Africa&#39;s best yet to come? Ricky Ponting thinks so ğŸ˜® #t20worldcup #cricketshorts,2024-06-26T17:49:47Z,325519,16077,140
LoI8MPvjvEA,Out of this World EP. 1 | USA v CAN | T20WC 2024,2024-06-01T13:30:07Z,113478,4764,445
DTCUCAqhetc,Nigar Sultana Joty&#39;s Journey | WT20WC,2024-09-19T06:43:17Z,9004,371,21
ZyYTmaNKP74,5ï¸âƒ£0ï¸âƒ£ #T20WorldCup wickets. Nine editions. One Shakib Al Hasan. #INDvBAN,2024-06-22T19:28:43Z,257838,7524,132
CADArZ53fdg,First ğŸ’¯ by an Indian in T20Is! Suresh Raina ğŸ™Œ #CricketÂ #CricketShortsÂ #YTShorts,2024-05-02T10:47:10Z,75828,5013,36
QBNKwOshWM4,Pakistan&#39;s opening #T20WorldCup games â¡ï¸ Two epic final-ball thrillers ğŸ¤¯ #ytshorts #cricketshorts,2024-06-07T18:20:01Z,1050341,39893,366
3uKvZC7tdsE,Carlos Brathwaiteâ€™s heroics in the 2016 #T20WorldCup final with baseball-friendly commentary âš¾ğŸ,2024-04-04T14:52:39Z,75158,4636,30
DEkkeyUJb0A,Brute strength from Rovman Powell ğŸ’ª #cricket #cricketshorts #ytshorts #t20worldcup,2024-08-15T04:51:29Z,106944,5511,29
RVLgDBgiyTQ,Every Chris Gayle Six | T20 World Cup,2024-05-22T05:38:31Z,58000,2289,158
-_BZEiDF2hY,Sri Lanka v Thailand | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-04-26T03:40:29Z,66314,818,30
4stmNOSnGAI,The spinning Sophie Ecclestone is ready for #T20WorldCup 2024 ğŸ #CricketShorts #YTShorts,2024-09-25T06:36:08Z,14296,588,8
GDzSRQg_Si4,Dottin&#39;s record-breaking day | WT20WC 2018,2024-08-30T00:52:57Z,22423,349,17
xWNQ0BK1ims,Power and finesse from Marcus Stoinis ğŸ™Œ #cricket #cricketshorts #ytshorts #t20worldcup,2024-06-16T06:27:25Z,522975,17714,105
3iH7kGjUFsM,Thailand v Scotland | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-05-03T16:24:32Z,13785,285,11
rNYnO2ERNiw,Laura Wolvaardt #T20WorldCup moments ğŸ #YTShorts #CricketShorts,2024-09-17T04:55:43Z,18889,941,13
sNfzpP2KNpY,What does the future hold for Harmanpreet Kaur beyond the #T20WorldCup? ğŸ‘€ #ytshorts #WhateverItTakes,2024-09-22T10:30:22Z,18250,1140,27
eEixgrNGeNQ,Yuvraj Singh smashing six 6s ğŸ”¥ #cricket #cricketshorts #t20worldcup,2024-02-22T16:10:19Z,268366,16010,131
tZVcoXWIZUs,Scotland are Bangladesh-bound for the Women&#39;s #T20WorldCup 2024 ğŸ’ª#cricket #cricketshorts #YTShorts,2024-05-05T17:34:08Z,54984,1988,41
RzPJhX7F0SU,Champions at the ICC Women&#39;s #T20WorldCup 2024 Qualifier ğŸ¤© #cricket #cricketshorts #YTShorts,2024-05-07T19:50:09Z,64451,2239,40
q82GQQXWkbo,Safyaan Sharif ğŸ¤ Cristiano Ronaldo  #T20WorldCup #cricket #cricketshorts #ytshorts,2024-06-10T07:00:01Z,207797,7762,128
TVc0lK9nmbQ,Rohit Sharma is yet to process his T20I retirement ğŸ˜#SLvIND #cricketÂ #cricketreels,2024-08-01T16:12:10Z,134733,8630,137
EE9hpSfag4s,Mark Watt bamboozles Glenn Maxwell ğŸ‘€ #cricket #cricketshorts #ytshorts #t20worldcup,2024-06-16T08:30:06Z,615990,28548,186
bGt6tUG26mo,Rohit Sharma takes a cheeky dig at Australia ğŸ‘€ #cricket #cricketshorts #ytshorts #t20worldcup,2024-06-27T00:52:09Z,1640620,84886,613
RO_wsyXxs7s,Aerial view of Nassau County International Cricket Stadium | T20 World Cup 2024,2024-04-02T16:25:52Z,234530,3753,256
tPiz_px4_1g,Ponting talks India v Pakistan T20 World Cup match in New York | The ICC Review,2024-03-14T15:07:16Z,60953,1664,188
Bcw4U1ir3L8,Joining forces to help ğŸ‡µğŸ‡° shine ğŸŒŸ#T20WorldCup #WhateverItTakes,2024-09-30T08:26:15Z,18666,694,58
KxXPiLz_mmI,Sophie Devine&#39;s ninth #T20WorldCup loading âŒ›#YTShorts #CricketShorts,2024-09-12T00:53:20Z,18446,947,11
4KcdNmpBIvk,Suryakumar Yadav wins ICC Menâ€™s T20I Cricket of the Year award second year in a row.,2024-01-24T17:00:03Z,64955,1900,182
pH80XssXni0,Stephan Myburgh hammers a hat-trick of sixes in #T20WorldCup 2014 ğŸ¤¯ #cricket #shorts #ytshorts,2024-05-11T10:30:15Z,63077,2612,12
HnpQPiMWTTM,Experience the atmosphere of a full crowd ğŸŸ #T20WorldCup #cricketÂ #CricketShorts #YTShorts,2024-03-13T15:39:37Z,37537,2073,22
jBZBGtDxRrU,Ireland v Scotland | Semi-final 1 | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-05-05T14:56:49Z,33412,487,38
mSdssuuTa9M,Who wouldn&#39;t want Harmanpreet Kaur in their #T20WorldCup side?! ğŸ¤© #YTShorts #CricketShorts,2024-05-13T12:00:45Z,45139,1889,26
tf193pIbq24,Clinical Ramdin stumpings derail Pakistan in #T20WorldCup 2014 ğŸ‘Š #cricket #cricketshorts #ytshorts,2024-04-01T10:14:06Z,147826,5832,39
7XMKivKcG1g,An absolute beauty from Saad Bin Zafar ğŸ¤© #T20WorldCup #cricketshorts #ytshorts,2024-06-07T18:22:20Z,142356,4500,15
pTcHSFrkM-E,Records tumble in SamoağŸ˜² #cricket #cricketshorts #ytshorts #t20worldcup,2024-08-20T02:06:35Z,47211,1858,28
jyTj0V2J_TU,Pure emotions of first Men&#39;s #T20WorldCup win ğŸ¤© #CANvIRE #CricketShorts #YTshorts,2024-06-07T19:45:04Z,116897,4698,23
wbOkEmSSxqs,Curtly Ambrose visits Nassau County International Cricket Stadium in New York | T20WC 2024,2024-05-17T13:57:43Z,122846,3363,495
DfaAt8HtT9E,Ricky Ponting hails Afghanistan&#39;s fairytale T20 World Cup campaign,2024-07-01T15:39:50Z,46998,1460,144
uyjEaBVz3ZY,The Wanindu Hasaranga magic ğŸª„ #cricket #cricketshorts #ytshorts #T20WorldCup,2024-05-12T08:30:14Z,84003,4217,72
Wfk1c9AdVFQ,Inside-out Tristan Stubbs at #T20WorldCup 2022 ğŸ‘ #CricketLover #SouthAfrica #TristanStubbs,2024-04-08T07:34:44Z,244448,11926,100
-HWaVTYInRU,Rashid Khan putting Scotland in a spin ahead of #t20worldcup ğŸ”¥ #cricket #cricketshorts #ytshorts,2024-06-01T00:41:04Z,102882,4197,21
s_TVhNVrHdw,"Nassau County International Cricket Stadium, New York ğŸŸï¸ #T20WorldCup #cricket #ytshorts",2024-03-05T13:15:33Z,432096,20468,105
98jrHJV6XrQ,Behind the scenes with Netherlands at the media day | T20WC 2024,2024-06-01T11:30:04Z,18564,710,44
h8gKgg4gJoA,Usain Bolt and stars across the world welcome you to New York for the #T20WorldCup ğŸ—½ #CricketShorts,2024-05-16T04:42:19Z,86691,5907,82
ewe-M-fCmFo,Deandra Dottin comes out of retirement ahead of Womenâ€™s #T20WorldCup ğŸ’¥ #cricket #ytshort,2024-07-29T14:01:26Z,31125,1402,28
z7MYnvwdSjY,Glorious from Markram ğŸ˜®â€ğŸ’¨ #T20WorldCup #SLvSA #CricketShorts,2024-06-03T17:48:05Z,212245,11586,93
YlnMjvGYrKI,Ireland v Vanuatu | Match Highlights | Women&#39;s T20WC Qualifier 2024,2024-05-01T23:18:18Z,14817,247,2
gHENmQidHSM,Revisiting the epic Australia vs Afghanistan clash at CWC23 | T20WC 2024,2024-06-22T07:47:23Z,160725,4234,425
Hr-3xJ3Gjlk,The one team Harmanpreet Kaur wants to beat in the #T20WorldCup ğŸ‘€#ytshorts #cricket #cricketshorts,2024-05-14T15:30:04Z,47125,2252,25
XnE-nw5BytI,Glenn Phillips Superman ğŸ¦¸ #T20WorldCup #Cricket #cricketshorts #ytshorts,2024-06-05T07:07:38Z,115972,8193,55
1CPy0P6Nny0,Inside the #T20WorldCup 2024 commercial&#39;s production ğŸ¤©#cricketÂ #cricketshorts #YTShorts,2024-03-14T14:30:28Z,57812,3089,39
iFBT9LwlYAw,Sophie Devine&#39;s Best With the Bat | WT20WC,2024-09-12T00:57:25Z,5971,160,11
g2ma5wXXSes,Scotland v Uganda | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-04-26T00:48:34Z,17766,300,14
zJi5GVrsq7Y,Thailand v USA | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-05-01T23:09:01Z,24434,310,38
babnDXUdwqc,A #T20WorldCup 2014 trophy-winning performance by Sarah Coyte ğŸ‘Š#Shorts #CricketShorts #Cricket,2024-04-06T07:34:02Z,55338,1746,12
ccT8a39GY_4,&#39;Out of this World&#39; Action Heads to New York | Sri Lanka v South Africa | T20 World Cup,2024-06-03T02:46:38Z,73206,2340,162
SoiMJptmcKk,Bangladesh and Nigar Sultana look forward to the West Indies challenge at the #T20WorldCup ğŸ‘€,2024-05-13T01:04:53Z,23399,861,11
kdeG4hhx4Cc,Netherlands v UAE | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-04-30T00:40:30Z,17068,202,10
iKS5DAGn9NM,"Stepping up a final, will we see Sophie Molineux star at #T20WorldCup 2024? ğŸ† #cricketshorts",2024-03-18T05:27:53Z,68758,2170,17
Wg-Hwt6A5GM,UAE v Zimbabwe | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-04-27T20:00:07Z,18207,168,6
85mWvMYIk-c,Who is Chris Gayle calling? ğŸ˜‰ #cricket #shorts #cricketshorts #T20WorldCup,2024-05-04T15:15:00Z,32449,1983,26
cBPepKllV8M,Marcus Stoinis on a rampage in Perth at #T20WorldCup 2022 ğŸ‘Š #YTShorts #CricketShorts,2024-05-20T04:07:28Z,274461,15053,94
GfVM1LhAolM,If Shahid Afridi could turn back time â° #Cricket #CricketShorts #YTShorts #T20WorldCup,2024-05-26T10:51:31Z,203925,9355,489
2-ZMELEiymQ,Jofra Archer is home! ğŸ´ó §ó ¢ó ¥ó ®ó §ó ¿ğŸŒ´ #T20WorldCup #CricketShorts #YTShorts,2024-06-04T12:43:35Z,56167,3571,31
_fkjKktCo6Y,ğŸ’¯ days to go! ğŸ’¯ reasons to celebrate ğŸ˜ #Cricket #T20WorldCup,2024-02-22T15:14:54Z,135665,10767,96
5yfXsKO6_rA,UAE v Vanuatu | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-05-03T16:52:33Z,13734,237,7
OyuyA6QAJME,What this sport makes you feel. #T20WorldCup #INDvBAN  #cricket,2024-06-22T19:29:43Z,329007,13110,441
bkxmYCtG_3c,Uganda v Thailand | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-04-30T00:58:26Z,13910,171,7
d7aLymp8wKQ,Something Out Of This World is coming this June ğŸâ˜„ï¸ğŸŒ´ğŸ‡ºğŸ‡¸ #cricket #t20worldcup,2024-02-22T14:25:42Z,1045443,58503,592
7_dEhtor_Jc,Kohli&#39;s golden arm strikes in #T20WorldCup 2016 semi-final ğŸ¤¯ #cricket #cricketshortsÂ #ytshorts,2024-03-31T10:30:02Z,157205,8943,119
s2tghBRyylo,Netherlands v Zimbabwe | Match Highlights | Women&#39;s T20WC Qualifier 2024,2024-05-01T23:54:47Z,14557,203,5
VrcoULjGjOE,Zimbabwe v Vanuatu | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-04-26T00:36:54Z,18507,357,17
87Xp4ms_cm4,The #T20WorldCup trophy moves its way to - and through - Pakistan with thanks to @DPWorld! ğŸ¤© ğŸ‡µğŸ‡° ğŸ†,2024-09-24T07:18:38Z,41531,2176,67
BLBPoWOkEBQ,Josh Hazlewood&#39;s response on the possibility of knocking England out of the #T20WorldCup 2024 ğŸ‘€,2024-06-12T14:58:16Z,166530,6252,88
DtI1wg-7y0g,Uganda v USA | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-04-27T15:22:25Z,13782,300,20
1kWqvP04dbE,Ali Khan sets sights on Virat Kohli and Babar Azam at the #T20WorldCup ğŸ‘€ #Cricket #CricketShorts,2024-03-27T12:03:53Z,78994,3448,107
-c1LfSQkBaI,The nets is a dangerous place to be when Rashid Khan is batting ğŸ¥µ#T20WorldCup #Ytshorts,2024-06-07T14:06:16Z,102152,6428,47
RiH4EIkcBJw,Out of this World Preview | SL v BAN | T20WC 2024,2024-06-07T12:46:34Z,149274,4445,932
rjNqMq1-p64,"New York, thank you for the incredible memories and unforgettable experiences ğŸğŸ—½ #T20WorldCup",2024-06-14T15:54:43Z,81301,7052,90
P9ff4RZCXPI,Out of this World Preview | IND v PAK | T20WC 2024,2024-06-09T04:57:22Z,251637,8502,1047
3A8oJTF0wFI,Digital Daily EP. 1 | USA v CAN | T20WC 2024,2024-06-02T07:11:13Z,78445,2686,274
lnspXHK-HOY,Ireland v Zimbabwe | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-04-29T15:25:02Z,21750,370,14
W0EFm0I1rDg,Ruben Trumpelmann is hoping it is once again his day against Scotland ğŸ‡³ğŸ‡¦#NAMvSCO #T20WorldCup,2024-06-06T19:01:39Z,49226,2333,20
dXRENzyQMoU,Ireland v UAE | Match Highlights | Womenâ€™s T20WC Qualifier 2024,2024-04-26T03:44:19Z,16083,217,12
FSfnGhJgfL8,The No.1 Women&#39;s T20I bowler â€“ Sophie Ecclestone ğŸ˜ #cricket #cricketshorts #t20worldcup,2024-03-01T14:13:21Z,53830,2374,17
arR_a6xKYXc,Out of this World Preview | ENG v SCO | T20WC 2024,2024-06-04T07:30:00Z,43271,1315,99
bkPGFAAF5Lw,Kuldeep Yadav reacts to two of his most iconic dismissalsğŸ‘ #T20WorldCup #cricketshorts #ytshorts,2024-05-30T15:30:09Z,183922,14620,118
1KbthIoQGGs,Hayley Matthews crowned the ICC Women&#39;s T20I Cricketer of the Year for 2023,2024-01-24T16:22:03Z,2000,53,2
rPAWydIzI7o,A magical moment for Australia ğŸ’¥ #T20WorldCup #cricket #cricketshorts #ytshorts,2024-03-08T04:34:07Z,57247,2858,58
4RnIK8-73-4,Canada bringing the fun at the #T20WorldCup media day ğŸ¤©#Cricketshorts #YTshorts #Cricket,2024-06-01T14:30:01Z,38062,1816,56
ipV5J3hRJg0,Mitch Marsh is close to full fitness ahead of #T20WorldCup ğŸ’¥ #cricket #cricketshorts #ytshorts,2024-05-27T07:05:40Z,33390,1752,24
ciPycxZhuZk,Who is Chris Gayle calling? ğŸ˜‰#cricket #shorts #cricketshorts #T20WorldCup,2024-05-04T14:59:59Z,14444,1125,17
